-2.392362718143500599e-01,1.178343889811525186e-01,8.459964246695396428e-02,1.368242264948663078e-01,-1.639086008386304305e-01,-1.934020440277909869e-01
-1.127910439803761905e-01,-9.516409470557743791e-03,2.631182980010335903e-01,-2.495584908729096552e-01,-2.941441059741862207e-01,-1.657085120663054079e-01
-3.010958986836745344e-01,-7.084928656478581832e-01,-4.606022788924959976e-01,-1.342172609163816421e-01,3.780869652182654028e-01,6.901262249348801836e-01
9.288266984613581523e-03,-6.566139750682874199e-02,-3.372458632310840199e-01,1.361662907459119387e-01,-6.116099111015013134e-01,-1.501804080646141071e-01
-1.734249332214808370e-01,9.882397577148337164e-02,-2.502796656287880062e-01,7.826923486179009071e-02,-3.740542614281656963e-02,-4.911970299454485045e-01
5.303628541777135469e-02,-3.825403047774463827e-01,1.590507783501027561e-01,-3.196371592963355157e-01,-1.003829660954740910e-01,-1.862324241303857653e-01
-1.430578073343846679e-01,-1.575420299897090093e-01,-6.179671234445072159e-02,2.230371049425631802e-01,1.175625495356236692e-02,-3.831727032044238701e-01
-7.931096353024412460e-02,-9.313079723583633784e-02,8.010568747984753157e-02,-2.265668055454417296e-01,4.353688284342496773e-02,9.774438744083771557e-02
-4.099915375184293720e-01,-3.172961479826171827e-01,-4.181320430484381512e-01,4.253373633021557132e-01,-2.110688111213190055e-01,4.296471769871035296e-02
1.646734671397541427e-01,-2.327035004469288348e-01,3.346448531219922001e-02,-9.539053297161635692e-02,-8.405761149101052820e-02,-5.870767675994329471e-01
-7.413331264098336204e-01,-5.081496839598392129e-02,7.179116739555337912e-01,-8.330224378688559916e-01,2.182131980529611048e-01,-2.583820378918455507e-01
-1.682517837867098659e-02,-3.217680283408085734e-02,2.442773859447726070e-01,-2.554349800254001046e-01,-2.539104539462564425e-01,9.812040304360736265e-02
3.173472116823380373e-01,-7.229515832592605662e-01,-5.667445178369796555e-01,2.932387998145815633e-01,-2.688117259021640670e-01,3.364979920756799858e-01
3.593120673697138279e-01,3.763772371707625741e-02,-7.098074496154276325e-01,1.909563418142088964e-01,2.008611488766133546e-01,8.659900699185454909e-02
-7.271786324280128666e-02,-1.502640256901721649e-01,4.998188852081764111e-02,-2.058749024409760875e-01,5.857552479653192062e-02,6.369968629377473213e-02
-5.435645841111294008e-01,3.294011054850048970e-01,1.408660320339540639e-01,-7.916763478915203045e-01,2.398085483859691835e-01,-3.096878742262515471e-01
8.052250299503320441e-02,-2.662314206123226890e-01,-2.652239593243962967e-01,4.545468876576349432e-02,-3.523832121919801552e-01,1.495175396265107370e-01
-1.654064752723119203e-01,-2.875914414052592738e-01,5.026788398670671565e-02,4.003565755674180077e-02,-2.397216655850188671e-01,-1.436403077623977231e-01
1.032966491887024607e-01,1.595771489813585520e-01,-5.854515384120291266e-01,-1.390375484610323620e-01,-2.207371377442030047e-02,3.962129156487906312e-01
-7.992464137459556750e-02,1.927596616788481432e-01,-2.145009897278710165e-01,-6.803752963976153478e-02,-4.481451501692615413e-01,-7.403649350981833521e-02
