2.721926308075345302e-01,-1.550436783342481681e-03,-3.015727971419836922e-02,-3.065719636136463380e-02,-9.400534975244119185e-01,2.630316563872009406e-01
-2.674097066877900372e-02,-1.486878706218919266e-01,7.099355746142408177e-04,-2.705470082018000544e-01,2.400059208825055801e-01,3.702210162925810844e-01
-3.974884825558622770e-01,-3.569680903295006230e-02,-5.930404239223787538e-02,-9.064977126930630347e-02,-2.588065681147633801e-01,-4.660197841222495918e-01
3.519643491490004328e-02,1.655107591199395933e-01,-2.249484046269090154e-01,4.312368166105104428e-01,2.842279705659305211e-01,-5.911554218008092665e-01
-1.701634483238998463e-01,3.415969669303507983e-01,3.526041177437089780e-01,-9.305213484013752367e-02,-4.456788638420907667e-01,-7.385642279092526907e-01
6.329562080244742761e-01,-2.677175970531773808e-01,-5.049626509214741876e-01,8.067207660760449262e-01,-3.963735536104994184e-01,-8.710140293450120696e-02
8.401119148938690495e-02,-3.353386750834604912e-01,5.433154819109551337e-01,-2.545166321207655846e-01,5.630385051584915201e-01,-1.711338726921415865e-01
-3.381351171144954537e-01,1.778997502208763959e-01,4.040968655521540720e-01,5.705542967841045754e-02,-8.880269056541163497e-01,2.141077339475053187e-01
-3.068588696074701638e-01,2.411133724861304894e-01,-2.343785537505070973e-02,-6.301370321738285485e-01,-6.130947291202420990e-02,-3.984700647985475741e-01
4.804220898017228514e-01,1.360065254541511018e-02,-7.467529144043582034e-01,-4.291749838956775420e-01,1.227324246992678169e-01,2.175793062893155091e-02
-6.667825530912716570e-01,-2.167472932840056044e-02,2.052791894178690180e-01,-1.868337075542682024e-01,4.508287971468210031e-01,4.839214562456656439e-03
-1.427252056636340305e-01,-1.161470796112093140e+00,-5.424846124528128755e-01,1.607463379271197382e-02,9.451789437761513868e-02,1.057131551048645819e-02
4.167945204029633310e-01,-5.932457820145904392e-01,2.617562572271741120e-02,-4.260238447524252736e-01,-5.272455256868439077e-01,3.165275333187406170e-01
-2.361561858520482282e-01,-1.040401736110039943e+00,3.383306051718831808e-01,3.025311006152882620e-01,1.469085092068218301e-01,2.580844909318613656e-01
-2.577509186162020849e-01,-1.511860894382189568e-01,3.169010213386653785e-01,2.925060056150372567e-01,1.058810524831734906e-01,7.746577678941280083e-03
-7.436374938891587849e-02,2.139171859148533139e-01,-4.612731706414257005e-01,-4.351067869424510293e-01,9.446265276689132240e-02,-1.993747234346917099e-02
8.167564341528489591e-02,-6.695233025095025103e-02,5.276937298330875992e-01,-2.755490233439838454e-01,-3.110928257958933685e-01,1.814118698875360203e-01
